Experience,Theory_Marks,Interview_Marks,Total,Result,Salary(in LPA)
5,76,7,83,1,0
1,89,4,93,1,0
3,84,5,89,1,0
2,81,9,90,1,0
2,84,3,87,1,0
4,85,2,87,1,0
3,79,10,89,1,0
1,83,7,90,1,0
4,89,1,90,1,0
2,76,6,82,1,0
5,75,10,85,1,0
4,90,3,93,1,0
1,82,7,89,1,0
5,89,4,93,1,0
3,90,2,92,1,0
2,77,7,84,1,0
1,81,9,90,1,0
5,89,9,98,0,40
5,85,3,88,1,0
2,87,1,88,1,0
5,90,5,95,0,30
2,85,10,95,0,30
5,88,4,92,1,0
4,76,5,81,1,0
3,87,9,96,0,32
3,86,1,87,1,0
3,82,6,88,1,0
1,85,8,93,1,0
4,80,3,83,1,0
4,79,6,85,1,0
4,77,4,81,1,0
3,78,1,79,1,0
2,77,10,87,1,0
3,82,5,87,1,0
1,81,1,82,1,0
1,90,1,91,1,0
1,77,1,78,1,0
5,80,4,84,1,0
3,78,1,79,1,0
5,77,8,85,1,0
2,80,10,90,1,0
3,76,5,81,1,0
3,76,1,77,1,0
5,79,5,84,1,0
3,83,3,86,1,0
5,86,9,95,0,30
1,79,2,81,1,0
2,82,2,84,1,0
2,89,6,95,0,30
1,82,7,89,1,0
4,78,1,79,1,0
1,86,4,90,1,0
4,89,1,90,1,0
2,79,2,81,1,0
1,83,2,85,1,0
5,85,10,95,0,30
1,87,5,92,1,0
1,83,3,86,1,0
4,83,8,91,1,0
1,89,8,97,0,36
4,86,3,89,1,0
2,86,3,89,1,0
5,80,6,86,1,0
1,89,3,92,1,0
1,77,10,87,1,0
5,75,3,78,1,0
1,76,3,79,1,0
5,79,3,82,1,0
3,76,1,77,1,0
2,79,6,85,1,0
1,87,7,94,1,0
4,86,8,94,1,0
1,81,3,84,1,0
5,84,1,85,1,0
3,78,9,87,1,0
3,85,8,93,1,0
3,88,7,95,0,30
1,89,3,92,1,0
3,87,1,88,1,0
4,79,6,85,1,0
3,90,9,99,0,44
5,88,7,95,0,30
2,90,2,92,1,0
4,75,5,80,1,0
4,87,10,97,0,36
2,89,10,99,0,44
1,82,7,89,1,0
5,89,1,90,1,0
5,86,4,90,1,0
3,79,9,88,1,0
5,87,4,91,1,0
1,89,4,93,1,0
5,90,6,96,0,32
4,78,6,84,1,0
1,86,1,87,1,0
4,85,8,93,1,0
3,89,5,94,1,0
4,85,8,93,1,0
4,78,2,80,1,0
1,78,5,83,1,0
4,79,6,85,1,0
3,87,3,90,1,0
4,84,9,93,1,0
3,89,5,94,1,0
4,85,9,94,1,0
3,85,8,93,1,0
3,83,6,89,1,0
2,84,5,89,1,0
3,81,9,90,1,0
1,87,8,95,0,30
1,85,5,90,1,0
4,87,9,96,0,32
3,78,10,88,1,0
4,85,2,87,1,0
5,90,1,91,1,0
1,76,8,84,1,0
5,83,9,92,1,0
2,85,1,86,1,0
2,88,5,93,1,0
1,82,7,89,1,0
1,84,7,91,1,0
5,81,5,86,1,0
1,85,7,92,1,0
4,83,8,91,1,0
3,84,5,89,1,0
2,88,8,96,0,32
4,80,10,90,1,0
3,88,10,98,0,40
4,76,1,77,1,0
1,89,4,93,1,0
4,90,4,94,1,0
4,85,9,94,1,0
5,88,4,92,1,0
4,82,10,92,1,0
1,82,1,83,1,0
2,89,8,97,0,36
1,88,1,89,1,0
3,88,6,94,1,0
3,77,1,78,1,0
2,82,4,86,1,0
4,87,6,93,1,0
5,88,1,89,1,0
2,90,3,93,1,0
5,81,8,89,1,0
4,76,3,79,1,0
2,85,8,93,1,0
4,87,7,94,1,0
4,78,1,79,1,0
4,90,2,92,1,0
3,77,5,82,1,0
3,81,6,87,1,0
2,85,8,93,1,0
4,82,5,87,1,0
5,86,2,88,1,0
2,75,5,80,1,0
2,85,10,95,0,30
3,78,6,84,1,0
1,86,10,96,0,32
5,79,5,84,1,0
3,84,3,87,1,0
1,79,10,89,1,0
2,75,7,82,1,0
1,83,5,88,1,0
1,76,4,80,1,0
3,77,1,78,1,0
1,79,3,82,1,0
5,82,9,91,1,0
2,84,8,92,1,0
4,78,6,84,1,0
2,83,9,92,1,0
5,81,8,89,1,0
3,82,6,88,1,0
3,88,2,90,1,0
1,86,6,92,1,0
2,82,2,84,1,0
3,82,8,90,1,0
3,83,6,89,1,0
1,83,8,91,1,0
2,76,7,83,1,0
3,76,8,84,1,0
2,80,8,88,1,0
2,76,4,80,1,0
1,90,7,97,0,36
4,81,7,88,1,0
2,89,4,93,1,0
1,79,8,87,1,0
5,75,3,78,1,0
4,90,8,98,0,40
2,84,1,85,1,0
2,90,10,100,0,48
1,83,6,89,1,0
4,77,1,78,1,0
5,77,8,85,1,0
4,79,8,87,1,0
5,84,7,91,1,0
4,79,6,85,1,0
5,90,5,95,0,30
3,89,7,96,0,32
4,80,5,85,1,0
4,81,4,85,1,0
5,82,1,83,1,0
3,85,5,90,1,0
2,87,8,95,0,30
5,84,9,93,1,0
4,90,3,93,1,0
1,77,10,87,1,0
1,86,7,93,1,0
3,85,10,95,0,30
5,86,5,91,1,0
5,89,3,92,1,0
2,81,9,90,1,0
2,86,5,91,1,0
5,76,3,79,1,0
5,90,4,94,1,0
2,90,4,94,1,0
5,80,6,86,1,0
4,78,2,80,1,0
3,84,8,92,1,0
3,81,1,82,1,0
5,80,10,90,1,0
4,86,1,87,1,0
2,82,8,90,1,0
1,83,7,90,1,0
2,84,6,90,1,0
1,81,1,82,1,0
1,87,3,90,1,0
2,88,1,89,1,0
5,76,4,80,1,0
2,78,3,81,1,0
5,88,4,92,1,0
5,86,1,87,1,0
2,81,3,84,1,0
2,79,4,83,1,0
1,88,7,95,0,30
2,83,6,89,1,0
4,78,4,82,1,0
1,82,8,90,1,0
3,75,3,78,1,0
1,79,2,81,1,0
1,82,6,88,1,0
4,81,4,85,1,0
5,82,4,86,1,0
1,76,9,85,1,0
5,84,7,91,1,0
3,90,5,95,0,30
4,88,3,91,1,0
1,78,1,79,1,0
5,88,8,96,0,32
4,88,1,89,1,0
5,87,1,88,1,0
1,82,3,85,1,0
3,88,9,97,0,36
4,88,3,91,1,0
3,83,2,85,1,0
5,82,5,87,1,0
2,75,10,85,1,0
1,79,10,89,1,0
1,79,9,88,1,0
1,81,3,84,1,0
3,78,8,86,1,0
1,88,5,93,1,0
2,90,9,99,0,44
3,82,7,89,1,0
4,83,7,90,1,0
1,86,10,96,0,32
3,87,6,93,1,0
3,78,10,88,1,0
5,81,8,89,1,0
5,78,6,84,1,0
2,90,7,97,0,36
4,76,4,80,1,0
5,80,6,86,1,0
3,83,8,91,1,0
5,77,2,79,1,0
1,84,8,92,1,0
4,89,2,91,1,0
4,87,7,94,1,0
1,79,8,87,1,0
1,90,1,91,1,0
1,82,7,89,1,0
4,81,5,86,1,0
5,81,7,88,1,0
2,81,6,87,1,0
3,79,10,89,1,0
5,86,2,88,1,0
1,75,7,82,1,0
2,77,8,85,1,0
3,84,8,92,1,0
1,77,2,79,1,0
5,79,4,83,1,0
1,80,10,90,1,0
3,88,8,96,0,32
5,76,9,85,1,0
1,83,5,88,1,0
2,82,10,92,1,0
4,84,9,93,1,0
2,83,4,87,1,0
5,78,3,81,1,0
1,78,2,80,1,0
3,86,8,94,1,0
5,81,7,88,1,0
5,81,2,83,1,0
1,88,2,90,1,0
5,89,8,97,0,36
5,79,9,88,1,0
4,83,1,84,1,0
2,77,1,78,1,0
4,86,5,91,1,0
3,89,1,90,1,0
3,75,8,83,1,0
3,89,2,91,1,0
4,84,6,90,1,0
2,88,7,95,0,30
4,80,8,88,1,0
4,85,2,87,1,0
5,77,6,83,1,0
2,86,2,88,1,0
5,79,3,82,1,0
5,77,3,80,1,0
3,87,7,94,1,0
3,87,1,88,1,0
3,85,5,90,1,0
5,82,5,87,1,0
5,75,9,84,1,0
3,90,4,94,1,0
5,78,8,86,1,0
1,75,3,78,1,0
5,77,3,80,1,0
1,86,6,92,1,0
4,79,2,81,1,0
2,86,1,87,1,0
1,88,5,93,1,0
4,79,8,87,1,0
2,77,2,79,1,0
1,82,3,85,1,0
2,84,7,91,1,0
2,82,1,83,1,0
3,76,6,82,1,0
3,84,3,87,1,0
4,86,10,96,0,32
3,82,9,91,1,0
3,88,2,90,1,0
5,89,5,94,1,0
2,81,4,85,1,0
1,78,6,84,1,0
5,82,3,85,1,0
5,86,2,88,1,0
3,81,10,91,1,0
2,78,7,85,1,0
2,83,7,90,1,0
2,89,6,95,0,30
2,83,6,89,1,0
5,78,4,82,1,0
3,81,1,82,1,0
5,77,10,87,1,0
5,90,4,94,1,0
2,88,3,91,1,0
2,77,10,87,1,0
5,88,6,94,1,0
2,87,6,93,1,0
4,80,7,87,1,0
1,75,5,80,1,0
5,86,1,87,1,0
3,86,8,94,1,0
1,79,1,80,1,0
4,75,7,82,1,0
4,84,10,94,1,0
3,84,2,86,1,0
1,76,4,80,1,0
4,87,7,94,1,0
1,76,2,78,1,0
2,85,10,95,0,30
3,80,4,84,1,0
2,81,5,86,1,0
3,84,3,87,1,0
2,85,2,87,1,0
1,83,1,84,1,0
1,89,9,98,0,40
4,85,10,95,0,30
5,87,2,89,1,0
1,89,6,95,0,30
3,79,10,89,1,0
4,90,7,97,0,36
4,87,3,90,1,0
1,88,4,92,1,0
1,78,2,80,1,0
4,88,8,96,0,32
4,85,5,90,1,0
5,90,2,92,1,0
1,80,5,85,1,0
1,89,3,92,1,0
2,84,1,85,1,0
4,76,6,82,1,0
2,79,8,87,1,0
1,76,10,86,1,0
5,88,3,91,1,0
5,77,7,84,1,0
2,82,8,90,1,0
1,85,2,87,1,0
2,86,9,95,0,30
1,84,3,87,1,0
1,90,5,95,0,30
4,88,1,89,1,0
2,84,9,93,1,0
4,82,7,89,1,0
1,76,7,83,1,0
4,78,10,88,1,0
5,88,6,94,1,0
1,78,10,88,1,0
3,82,5,87,1,0
1,78,7,85,1,0
1,75,4,79,1,0
2,82,5,87,1,0
5,75,1,76,1,0
2,79,3,82,1,0
3,89,5,94,1,0
3,75,5,80,1,0
2,87,10,97,0,36
5,87,1,88,1,0
1,76,1,77,1,0
5,84,2,86,1,0
4,79,10,89,1,0
4,87,10,97,0,36
1,78,4,82,1,0
5,85,3,88,1,0
5,81,4,85,1,0
5,79,5,84,1,0
2,78,9,87,1,0
2,83,10,93,1,0
3,90,2,92,1,0
4,82,3,85,1,0
2,76,10,86,1,0
4,75,3,78,1,0
4,90,8,98,0,40
3,80,4,84,1,0
3,76,9,85,1,0
4,75,3,78,1,0
1,77,3,80,1,0
3,80,8,88,1,0
4,85,2,87,1,0
1,79,5,84,1,0
1,84,8,92,1,0
5,75,8,83,1,0
5,83,6,89,1,0
5,85,5,90,1,0
1,87,6,93,1,0
5,75,7,82,1,0
4,77,2,79,1,0
3,88,1,89,1,0
2,88,8,96,0,32
4,75,10,85,1,0
1,87,7,94,1,0
5,84,7,91,1,0
4,87,6,93,1,0
4,82,3,85,1,0
5,82,5,87,1,0
3,86,2,88,1,0
1,76,10,86,1,0
2,77,7,84,1,0
2,85,9,94,1,0
2,89,8,97,0,36
1,80,8,88,1,0
1,86,3,89,1,0
4,77,8,85,1,0
3,83,8,91,1,0
1,79,3,82,1,0
2,85,5,90,1,0
3,81,5,86,1,0
3,76,9,85,1,0
5,79,8,87,1,0
2,81,4,85,1,0
2,89,5,94,1,0
4,85,9,94,1,0
3,82,3,85,1,0
3,76,3,79,1,0
5,88,10,98,0,40
2,78,7,85,1,0
3,81,1,82,1,0
4,85,7,92,1,0
5,90,6,96,0,32
3,86,8,94,1,0
1,75,7,82,1,0
2,75,2,77,1,0
1,78,9,87,1,0
1,87,9,96,0,32
1,75,1,76,1,0
5,77,1,78,1,0
4,81,9,90,1,0
3,86,7,93,1,0
5,90,1,91,1,0
